Sentences,target_text,input_text,generated_gloss,gloss_sequence
how old are you,HOW OLD YOU,translate English to gloss: how old are you,YOU HOW OLD,HOW OLD YOU
how old are you,HOW OLD YOU,translate English to gloss: how old are you,YOU HOW OLD,HOW OLD YOU
how old are you,HOW OLD YOU,translate English to gloss: how old are you,YOU HOW OLD,HOW OLD YOU
thank you so much,THANK YOU SO MUCH,translate English to gloss: thank you so much,THANK YOU SO,THANK YOU SO MUCH
thank you so much,THANK YOU SO MUCH,translate English to gloss: thank you so much,THANK YOU SO,THANK YOU SO MUCH
thank you so much,THANK YOU SO MUCH,translate English to gloss: thank you so much,THANK YOU SO,THANK YOU SO MUCH
thank you so much,THANK YOU SO MUCH,translate English to gloss: thank you so much,THANK YOU SO,THANK YOU SO MUCH
thank you so much,THANK YOU SO MUCH,translate English to gloss: thank you so much,THANK YOU SO,THANK YOU SO MUCH
thank you so much,THANK YOU SO MUCH,translate English to gloss: thank you so much,THANK YOU SO,THANK YOU SO MUCH
thank you so much,THANK YOU SO MUCH,translate English to gloss: thank you so much,THANK YOU SO,THANK YOU SO MUCH
that is so kind of you, YOU KIND THAT,translate English to gloss: that is so kind of you,YOU THAT IS SO HAPPY, YOU KIND THAT
that is so kind of you, YOU KIND THAT,translate English to gloss: that is so kind of you,YOU THAT IS SO HAPPY, YOU KIND THAT
that is so kind of you, YOU KIND THAT,translate English to gloss: that is so kind of you,YOU THAT IS SO HAPPY, YOU KIND THAT
that is so kind of you, YOU KIND THAT,translate English to gloss: that is so kind of you,YOU THAT IS SO HAPPY, YOU KIND THAT
i do not like it,I  LIKE IT DO NOT,translate English to gloss: i do not like it,I MOST IT,I  LIKE IT DO NOT
i do not like it,I  LIKE IT DO NOT,translate English to gloss: i do not like it,I MOST IT,I  LIKE IT DO NOT
i do not like it,I  LIKE IT DO NOT,translate English to gloss: i do not like it,I MOST IT,I  LIKE IT DO NOT
i do not like it,I  LIKE IT DO NOT,translate English to gloss: i do not like it,I MOST IT,I  LIKE IT DO NOT
prepare the bed,PREPARE BED,translate English to gloss: prepare the bed,HELP THE HELP,PREPARE BED
prepare the bed,PREPARE BED,translate English to gloss: prepare the bed,HELP THE HELP,PREPARE BED
prepare the bed,PREPARE BED,translate English to gloss: prepare the bed,HELP THE HELP,PREPARE BED
i am (age),I OLD,translate English to gloss: i am (age),I AGE,I OLD
i am (age),I OLD,translate English to gloss: i am (age),I AGE,I OLD
i am (age),I OLD,translate English to gloss: i am (age),I AGE,I OLD
i am (age),I OLD,translate English to gloss: i am (age),I AGE,I OLD
i am (age),I OLD,translate English to gloss: i am (age),I AGE,I OLD
what do you want to become,WHAT DO YOU WANT BECOME,translate English to gloss: what do you want to become,YOU WANT WHAT,WHAT DO YOU WANT BECOME
what do you want to become,WHAT DO YOU WANT BECOME,translate English to gloss: what do you want to become,YOU WANT WHAT,WHAT DO YOU WANT BECOME
what do you want to become,WHAT DO YOU WANT BECOME,translate English to gloss: what do you want to become,YOU WANT WHAT,WHAT DO YOU WANT BECOME
what do you want to become,WHAT DO YOU WANT BECOME,translate English to gloss: what do you want to become,YOU WANT WHAT,WHAT DO YOU WANT BECOME
what do you want to become,WHAT DO YOU WANT BECOME,translate English to gloss: what do you want to become,YOU WANT WHAT,WHAT DO YOU WANT BECOME
you can do it,YOU DO IT,translate English to gloss: you can do it,YOU DO IT,YOU DO IT
you can do it,YOU DO IT,translate English to gloss: you can do it,YOU DO IT,YOU DO IT
you can do it,YOU DO IT,translate English to gloss: you can do it,YOU DO IT,YOU DO IT
you can do it,YOU DO IT,translate English to gloss: you can do it,YOU DO IT,YOU DO IT
you can do it,YOU DO IT,translate English to gloss: you can do it,YOU DO IT,YOU DO IT
you can do it,YOU DO IT,translate English to gloss: you can do it,YOU DO IT,YOU DO IT
you can do it,YOU DO IT,translate English to gloss: you can do it,YOU DO IT,YOU DO IT
you can do it,YOU DO IT,translate English to gloss: you can do it,YOU DO IT,YOU DO IT
i am afraid of that,I AFRAID THAT,translate English to gloss: i am afraid of that,I SCHOOF THAT,I AFRAID THAT
i am afraid of that,I AFRAID THAT,translate English to gloss: i am afraid of that,I SCHOOF THAT,I AFRAID THAT
i am afraid of that,I AFRAID THAT,translate English to gloss: i am afraid of that,I SCHOOF THAT,I AFRAID THAT
i am afraid of that,I AFRAID THAT,translate English to gloss: i am afraid of that,I SCHOOF THAT,I AFRAID THAT
i am afraid of that,I AFRAID THAT,translate English to gloss: i am afraid of that,I SCHOOF THAT,I AFRAID THAT
i am afraid of that,I AFRAID THAT,translate English to gloss: i am afraid of that,I SCHOOF THAT,I AFRAID THAT
i am afraid of that,I AFRAID THAT,translate English to gloss: i am afraid of that,I SCHOOF THAT,I AFRAID THAT
he would be coming today,HE COMING TODAY,translate English to gloss: he would be coming today,HE COMING TODAY,HE COMING TODAY
he would be coming today,HE COMING TODAY,translate English to gloss: he would be coming today,HE COMING TODAY,HE COMING TODAY
he would be coming today,HE COMING TODAY,translate English to gloss: he would be coming today,HE COMING TODAY,HE COMING TODAY
he would be coming today,HE COMING TODAY,translate English to gloss: he would be coming today,HE COMING TODAY,HE COMING TODAY
he would be coming today,HE COMING TODAY,translate English to gloss: he would be coming today,HE COMING TODAY,HE COMING TODAY
This place is beautiful,THIS PLACE BEAUTIFUL,translate English to gloss: This place is beautiful,HEART,THIS PLACE BEAUTIFUL
This place is beautiful,THIS PLACE BEAUTIFUL,translate English to gloss: This place is beautiful,HEART,THIS PLACE BEAUTIFUL
This place is beautiful,THIS PLACE BEAUTIFUL,translate English to gloss: This place is beautiful,HEART,THIS PLACE BEAUTIFUL
This place is beautiful,THIS PLACE BEAUTIFUL,translate English to gloss: This place is beautiful,HEART,THIS PLACE BEAUTIFUL
This place is beautiful,THIS PLACE BEAUTIFUL,translate English to gloss: This place is beautiful,HEART,THIS PLACE BEAUTIFUL
do you need something,DO YOU NEED SOMETHING,translate English to gloss: do you need something,YOU NEED ONE,DO YOU NEED SOMETHING
do you need something,DO YOU NEED SOMETHING,translate English to gloss: do you need something,YOU NEED ONE,DO YOU NEED SOMETHING
do you need something,DO YOU NEED SOMETHING,translate English to gloss: do you need something,YOU NEED ONE,DO YOU NEED SOMETHING
do you need something,DO YOU NEED SOMETHING,translate English to gloss: do you need something,YOU NEED ONE,DO YOU NEED SOMETHING
do you need something,DO YOU NEED SOMETHING,translate English to gloss: do you need something,YOU NEED ONE,DO YOU NEED SOMETHING
we are all with you,WE ALL WITH YOU,translate English to gloss: we are all with you,WE ALL WITH YOU,WE ALL WITH YOU
we are all with you,WE ALL WITH YOU,translate English to gloss: we are all with you,WE ALL WITH YOU,WE ALL WITH YOU
we are all with you,WE ALL WITH YOU,translate English to gloss: we are all with you,WE ALL WITH YOU,WE ALL WITH YOU
what is your phone number, YOUR PHONE NUMBER WHAT,translate English to gloss: what is your phone number,YOUR TELEPHONE NUMBER WHAT, YOUR PHONE NUMBER WHAT
what is your phone number, YOUR PHONE NUMBER WHAT,translate English to gloss: what is your phone number,YOUR TELEPHONE NUMBER WHAT, YOUR PHONE NUMBER WHAT
what is your phone number, YOUR PHONE NUMBER WHAT,translate English to gloss: what is your phone number,YOUR TELEPHONE NUMBER WHAT, YOUR PHONE NUMBER WHAT
are you hiding something,YOU HIDE SOMETHING,translate English to gloss: are you hiding something,YOU CAN HEAR THING,YOU HIDE SOMETHING
are you hiding something,YOU HIDE SOMETHING,translate English to gloss: are you hiding something,YOU CAN HEAR THING,YOU HIDE SOMETHING
are you hiding something,YOU HIDE SOMETHING,translate English to gloss: are you hiding something,YOU CAN HEAR THING,YOU HIDE SOMETHING
are you hiding something,YOU HIDE SOMETHING,translate English to gloss: are you hiding something,YOU CAN HEAR THING,YOU HIDE SOMETHING
are you hiding something,YOU HIDE SOMETHING,translate English to gloss: are you hiding something,YOU CAN HEAR THING,YOU HIDE SOMETHING
are you hiding something,YOU HIDE SOMETHING,translate English to gloss: are you hiding something,YOU CAN HEAR THING,YOU HIDE SOMETHING
i need water,I WATER NEED ,translate English to gloss: i need water,I WATER NEED,I WATER NEED 
i need water,I WATER NEED ,translate English to gloss: i need water,I WATER NEED,I WATER NEED 
i need water,I WATER NEED ,translate English to gloss: i need water,I WATER NEED,I WATER NEED 
i need water,I WATER NEED ,translate English to gloss: i need water,I WATER NEED,I WATER NEED 
i need water,I WATER NEED ,translate English to gloss: i need water,I WATER NEED,I WATER NEED 
what do you do,YOU DO WHAT ,translate English to gloss: what do you do,YOU DO WHAT,YOU DO WHAT 
what do you do,YOU DO WHAT ,translate English to gloss: what do you do,YOU DO WHAT,YOU DO WHAT 
you are bad,YOU BAD,translate English to gloss: you are bad,YOU BAD,YOU BAD
you are bad,YOU BAD,translate English to gloss: you are bad,YOU BAD,YOU BAD
you are bad,YOU BAD,translate English to gloss: you are bad,YOU BAD,YOU BAD
you are bad,YOU BAD,translate English to gloss: you are bad,YOU BAD,YOU BAD
you are bad,YOU BAD,translate English to gloss: you are bad,YOU BAD,YOU BAD
you are bad,YOU BAD,translate English to gloss: you are bad,YOU BAD,YOU BAD
wear the shirt, SHIRT WEAR,translate English to gloss: wear the shirt,HEART NATIONAL, SHIRT WEAR
wear the shirt, SHIRT WEAR,translate English to gloss: wear the shirt,HEART NATIONAL, SHIRT WEAR
wear the shirt, SHIRT WEAR,translate English to gloss: wear the shirt,HEART NATIONAL, SHIRT WEAR
wear the shirt, SHIRT WEAR,translate English to gloss: wear the shirt,HEART NATIONAL, SHIRT WEAR
wear the shirt, SHIRT WEAR,translate English to gloss: wear the shirt,HEART NATIONAL, SHIRT WEAR
wear the shirt, SHIRT WEAR,translate English to gloss: wear the shirt,HEART NATIONAL, SHIRT WEAR
shall we go outside,OUTSIDE GO ,translate English to gloss: shall we go outside,WE OUT,OUTSIDE GO 
shall we go outside,OUTSIDE GO ,translate English to gloss: shall we go outside,WE OUT,OUTSIDE GO 
shall we go outside,OUTSIDE GO ,translate English to gloss: shall we go outside,WE OUT,OUTSIDE GO 
shall we go outside,OUTSIDE GO ,translate English to gloss: shall we go outside,WE OUT,OUTSIDE GO 
shall we go outside,OUTSIDE GO ,translate English to gloss: shall we go outside,WE OUT,OUTSIDE GO 
shall we go outside,OUTSIDE GO ,translate English to gloss: shall we go outside,WE OUT,OUTSIDE GO 
He is going into the room,HE ROOM  GO  ,translate English to gloss: He is going into the room,He sat in the room,HE ROOM  GO  
He is going into the room,HE ROOM  GO  ,translate English to gloss: He is going into the room,He sat in the room,HE ROOM  GO  
He is going into the room,HE ROOM  GO  ,translate English to gloss: He is going into the room,He sat in the room,HE ROOM  GO  
bring water for me,BRING WATER ME,translate English to gloss: bring water for me,I WATER ANGEBOTE,BRING WATER ME
bring water for me,BRING WATER ME,translate English to gloss: bring water for me,I WATER ANGEBOTE,BRING WATER ME
bring water for me,BRING WATER ME,translate English to gloss: bring water for me,I WATER ANGEBOTE,BRING WATER ME
bring water for me,BRING WATER ME,translate English to gloss: bring water for me,I WATER ANGEBOTE,BRING WATER ME
bring water for me,BRING WATER ME,translate English to gloss: bring water for me,I WATER ANGEBOTE,BRING WATER ME
bring water for me,BRING WATER ME,translate English to gloss: bring water for me,I WATER ANGEBOTE,BRING WATER ME
can i help you,I HELP YOU,translate English to gloss: can i help you,I HELP YOU,I HELP YOU
can i help you,I HELP YOU,translate English to gloss: can i help you,I HELP YOU,I HELP YOU
can i help you,I HELP YOU,translate English to gloss: can i help you,I HELP YOU,I HELP YOU
can i help you,I HELP YOU,translate English to gloss: can i help you,I HELP YOU,I HELP YOU
can i help you,I HELP YOU,translate English to gloss: can i help you,I HELP YOU,I HELP YOU
can i help you,I HELP YOU,translate English to gloss: can i help you,I HELP YOU,I HELP YOU
can i help you,I HELP YOU,translate English to gloss: can i help you,I HELP YOU,I HELP YOU
can i help you,I HELP YOU,translate English to gloss: can i help you,I HELP YOU,I HELP YOU
can i help you,I HELP YOU,translate English to gloss: can i help you,I HELP YOU,I HELP YOU
could you please talk slower,YOU PLEASE TALK SLOWER,translate English to gloss: could you please talk slower,YOU PLEASE TALK LANGER,YOU PLEASE TALK SLOWER
could you please talk slower,YOU PLEASE TALK SLOWER,translate English to gloss: could you please talk slower,YOU PLEASE TALK LANGER,YOU PLEASE TALK SLOWER
could you please talk slower,YOU PLEASE TALK SLOWER,translate English to gloss: could you please talk slower,YOU PLEASE TALK LANGER,YOU PLEASE TALK SLOWER
he came by train,HE TRAIN CAME ,translate English to gloss: he came by train,HE TRAIN,HE TRAIN CAME 
he came by train,HE TRAIN CAME ,translate English to gloss: he came by train,HE TRAIN,HE TRAIN CAME 
he came by train,HE TRAIN CAME ,translate English to gloss: he came by train,HE TRAIN,HE TRAIN CAME 
he came by train,HE TRAIN CAME ,translate English to gloss: he came by train,HE TRAIN,HE TRAIN CAME 
help me,HELP ME,translate English to gloss: help me,HIDE ME,HELP ME
help me,HELP ME,translate English to gloss: help me,HIDE ME,HELP ME
help me,HELP ME,translate English to gloss: help me,HIDE ME,HELP ME
help me,HELP ME,translate English to gloss: help me,HIDE ME,HELP ME
serve the food,FOOD SERVE ,translate English to gloss: serve the food,Server la nourriture,FOOD SERVE 
serve the food,FOOD SERVE ,translate English to gloss: serve the food,Server la nourriture,FOOD SERVE 
serve the food,FOOD SERVE ,translate English to gloss: serve the food,Server la nourriture,FOOD SERVE 
serve the food,FOOD SERVE ,translate English to gloss: serve the food,Server la nourriture,FOOD SERVE 
serve the food,FOOD SERVE ,translate English to gloss: serve the food,Server la nourriture,FOOD SERVE 
serve the food,FOOD SERVE ,translate English to gloss: serve the food,Server la nourriture,FOOD SERVE 
serve the food,FOOD SERVE ,translate English to gloss: serve the food,Server la nourriture,FOOD SERVE 
serve the food,FOOD SERVE ,translate English to gloss: serve the food,Server la nourriture,FOOD SERVE 
serve the food,FOOD SERVE ,translate English to gloss: serve the food,Server la nourriture,FOOD SERVE 
i am not really sure,I  REALLY NOT SURE,translate English to gloss: i am not really sure,I REALLY NOT SURE,I  REALLY NOT SURE
i am not really sure,I  REALLY NOT SURE,translate English to gloss: i am not really sure,I REALLY NOT SURE,I  REALLY NOT SURE
i am not really sure,I  REALLY NOT SURE,translate English to gloss: i am not really sure,I REALLY NOT SURE,I  REALLY NOT SURE
i am not really sure,I  REALLY NOT SURE,translate English to gloss: i am not really sure,I REALLY NOT SURE,I  REALLY NOT SURE
i am not really sure,I  REALLY NOT SURE,translate English to gloss: i am not really sure,I REALLY NOT SURE,I  REALLY NOT SURE
i am not really sure,I  REALLY NOT SURE,translate English to gloss: i am not really sure,I REALLY NOT SURE,I  REALLY NOT SURE
i am not really sure,I  REALLY NOT SURE,translate English to gloss: i am not really sure,I REALLY NOT SURE,I  REALLY NOT SURE
go and sleep,GO SLEEP,translate English to gloss: go and sleep,Go and Sleep,GO SLEEP
go and sleep,GO SLEEP,translate English to gloss: go and sleep,Go and Sleep,GO SLEEP
go and sleep,GO SLEEP,translate English to gloss: go and sleep,Go and Sleep,GO SLEEP
go and sleep,GO SLEEP,translate English to gloss: go and sleep,Go and Sleep,GO SLEEP
how are things, THINGS HOW,translate English to gloss: how are things,THINGS HOW, THINGS HOW
how are things, THINGS HOW,translate English to gloss: how are things,THINGS HOW, THINGS HOW
how are things, THINGS HOW,translate English to gloss: how are things,THINGS HOW, THINGS HOW
how are things, THINGS HOW,translate English to gloss: how are things,THINGS HOW, THINGS HOW
how are things, THINGS HOW,translate English to gloss: how are things,THINGS HOW, THINGS HOW
you are welcome,YOU WELCOME,translate English to gloss: you are welcome,YOU WILL HAPPY,YOU WELCOME
you are welcome,YOU WELCOME,translate English to gloss: you are welcome,YOU WILL HAPPY,YOU WELCOME
you are welcome,YOU WELCOME,translate English to gloss: you are welcome,YOU WILL HAPPY,YOU WELCOME
you are welcome,YOU WELCOME,translate English to gloss: you are welcome,YOU WILL HAPPY,YOU WELCOME
he she is my friend,YOU MY FRIEND,translate English to gloss: he she is my friend,YOU MY FRIEND,YOU MY FRIEND
he she is my friend,YOU MY FRIEND,translate English to gloss: he she is my friend,YOU MY FRIEND,YOU MY FRIEND
he she is my friend,YOU MY FRIEND,translate English to gloss: he she is my friend,YOU MY FRIEND,YOU MY FRIEND
he she is my friend,YOU MY FRIEND,translate English to gloss: he she is my friend,YOU MY FRIEND,YOU MY FRIEND
he she is my friend,YOU MY FRIEND,translate English to gloss: he she is my friend,YOU MY FRIEND,YOU MY FRIEND
congratulations,CONGRATULATIIONS,translate English to gloss: congratulations,GROUPES,CONGRATULATIIONS
congratulations,CONGRATULATIIONS,translate English to gloss: congratulations,GROUPES,CONGRATULATIIONS
congratulations,CONGRATULATIIONS,translate English to gloss: congratulations,GROUPES,CONGRATULATIIONS
congratulations,CONGRATULATIIONS,translate English to gloss: congratulations,GROUPES,CONGRATULATIIONS
congratulations,CONGRATULATIIONS,translate English to gloss: congratulations,GROUPES,CONGRATULATIIONS
congratulations,CONGRATULATIIONS,translate English to gloss: congratulations,GROUPES,CONGRATULATIIONS
congratulations,CONGRATULATIIONS,translate English to gloss: congratulations,GROUPES,CONGRATULATIIONS
congratulations,CONGRATULATIIONS,translate English to gloss: congratulations,GROUPES,CONGRATULATIIONS
i am very happy,I VERY HAPPY,translate English to gloss: i am very happy,I VERY FREADY,I VERY HAPPY
i am very happy,I VERY HAPPY,translate English to gloss: i am very happy,I VERY FREADY,I VERY HAPPY
i am very happy,I VERY HAPPY,translate English to gloss: i am very happy,I VERY FREADY,I VERY HAPPY
i am very happy,I VERY HAPPY,translate English to gloss: i am very happy,I VERY FREADY,I VERY HAPPY
i am very happy,I VERY HAPPY,translate English to gloss: i am very happy,I VERY FREADY,I VERY HAPPY
i do not agree,I AGREE DONOT ,translate English to gloss: i do not agree,I AGREE,I AGREE DONOT 
i do not agree,I AGREE DONOT ,translate English to gloss: i do not agree,I AGREE,I AGREE DONOT 
i do not agree,I AGREE DONOT ,translate English to gloss: i do not agree,I AGREE,I AGREE DONOT 
i am so sorry to hear that,I SORRY  HEAR THAT,translate English to gloss: i am so sorry to hear that,I SORRY THAT,I SORRY  HEAR THAT
i am so sorry to hear that,I SORRY  HEAR THAT,translate English to gloss: i am so sorry to hear that,I SORRY THAT,I SORRY  HEAR THAT
i am so sorry to hear that,I SORRY  HEAR THAT,translate English to gloss: i am so sorry to hear that,I SORRY THAT,I SORRY  HEAR THAT
"you do anything, i do not care","YOU DO ANYTHING, I DONOT CARE","translate English to gloss: you do anything, i do not care","YOU DO ANYTHING, I WANT NOT","YOU DO ANYTHING, I DONOT CARE"
"you do anything, i do not care","YOU DO ANYTHING, I DONOT CARE","translate English to gloss: you do anything, i do not care","YOU DO ANYTHING, I WANT NOT","YOU DO ANYTHING, I DONOT CARE"
"you do anything, i do not care","YOU DO ANYTHING, I DONOT CARE","translate English to gloss: you do anything, i do not care","YOU DO ANYTHING, I WANT NOT","YOU DO ANYTHING, I DONOT CARE"
"you do anything, i do not care","YOU DO ANYTHING, I DONOT CARE","translate English to gloss: you do anything, i do not care","YOU DO ANYTHING, I WANT NOT","YOU DO ANYTHING, I DONOT CARE"
"you do anything, i do not care","YOU DO ANYTHING, I DONOT CARE","translate English to gloss: you do anything, i do not care","YOU DO ANYTHING, I WANT NOT","YOU DO ANYTHING, I DONOT CARE"
"you do anything, i do not care","YOU DO ANYTHING, I DONOT CARE","translate English to gloss: you do anything, i do not care","YOU DO ANYTHING, I WANT NOT","YOU DO ANYTHING, I DONOT CARE"
i am really grateful,I REALLY GRATEFUL,translate English to gloss: i am really grateful,I REALLY THANK YOU,I REALLY GRATEFUL
i am really grateful,I REALLY GRATEFUL,translate English to gloss: i am really grateful,I REALLY THANK YOU,I REALLY GRATEFUL
i am really grateful,I REALLY GRATEFUL,translate English to gloss: i am really grateful,I REALLY THANK YOU,I REALLY GRATEFUL
i am really grateful,I REALLY GRATEFUL,translate English to gloss: i am really grateful,I REALLY THANK YOU,I REALLY GRATEFUL
i really appreciate it,I REALLY APPRECIATE IT,translate English to gloss: i really appreciate it,I REALLY APPRECIATE IT,I REALLY APPRECIATE IT
i really appreciate it,I REALLY APPRECIATE IT,translate English to gloss: i really appreciate it,I REALLY APPRECIATE IT,I REALLY APPRECIATE IT
i really appreciate it,I REALLY APPRECIATE IT,translate English to gloss: i really appreciate it,I REALLY APPRECIATE IT,I REALLY APPRECIATE IT
i really appreciate it,I REALLY APPRECIATE IT,translate English to gloss: i really appreciate it,I REALLY APPRECIATE IT,I REALLY APPRECIATE IT
i really appreciate it,I REALLY APPRECIATE IT,translate English to gloss: i really appreciate it,I REALLY APPRECIATE IT,I REALLY APPRECIATE IT
i really appreciate it,I REALLY APPRECIATE IT,translate English to gloss: i really appreciate it,I REALLY APPRECIATE IT,I REALLY APPRECIATE IT
when will the train leave, TRAIN LEAVE WHEN,translate English to gloss: when will the train leave,WHILE TRAIT, TRAIN LEAVE WHEN
when will the train leave, TRAIN LEAVE WHEN,translate English to gloss: when will the train leave,WHILE TRAIT, TRAIN LEAVE WHEN
when will the train leave, TRAIN LEAVE WHEN,translate English to gloss: when will the train leave,WHILE TRAIT, TRAIN LEAVE WHEN
i can not help you there,I  HELP NOT,translate English to gloss: i can not help you there,I HELP NOT,I  HELP NOT
i can not help you there,I  HELP NOT,translate English to gloss: i can not help you there,I HELP NOT,I  HELP NOT
i can not help you there,I  HELP NOT,translate English to gloss: i can not help you there,I HELP NOT,I  HELP NOT
i can not help you there,I  HELP NOT,translate English to gloss: i can not help you there,I HELP NOT,I  HELP NOT
i can not help you there,I  HELP NOT,translate English to gloss: i can not help you there,I HELP NOT,I  HELP NOT
i am feeling bored,I FEEL BORED,translate English to gloss: i am feeling bored,I GET LONG,I FEEL BORED
i was stopped by some one,I STOPPED BY SOMEONE,translate English to gloss: i was stopped by some one,I HELP AWAY,I STOPPED BY SOMEONE
i was stopped by some one,I STOPPED BY SOMEONE,translate English to gloss: i was stopped by some one,I HELP AWAY,I STOPPED BY SOMEONE
i was stopped by some one,I STOPPED BY SOMEONE,translate English to gloss: i was stopped by some one,I HELP AWAY,I STOPPED BY SOMEONE
i was stopped by some one,I STOPPED BY SOMEONE,translate English to gloss: i was stopped by some one,I HELP AWAY,I STOPPED BY SOMEONE
i am feeling cold,I FEEL COLD,translate English to gloss: i am feeling cold,I FEEL KLÉE,I FEEL COLD
i am feeling cold,I FEEL COLD,translate English to gloss: i am feeling cold,I FEEL KLÉE,I FEEL COLD
i am feeling cold,I FEEL COLD,translate English to gloss: i am feeling cold,I FEEL KLÉE,I FEEL COLD
i am feeling cold,I FEEL COLD,translate English to gloss: i am feeling cold,I FEEL KLÉE,I FEEL COLD
do not take it to the heart,YOU  HEART DONOT TAKE IT,translate English to gloss: do not take it to the heart,YOU HEART HEART HEART,YOU  HEART DONOT TAKE IT
do not take it to the heart,YOU  HEART DONOT TAKE IT,translate English to gloss: do not take it to the heart,YOU HEART HEART HEART,YOU  HEART DONOT TAKE IT
who are you,YOU WHO ,translate English to gloss: who are you,YOU,YOU WHO 
who are you,YOU WHO ,translate English to gloss: who are you,YOU,YOU WHO 
who are you,YOU WHO ,translate English to gloss: who are you,YOU,YOU WHO 
who are you,YOU WHO ,translate English to gloss: who are you,YOU,YOU WHO 
who are you,YOU WHO ,translate English to gloss: who are you,YOU,YOU WHO 
who are you,YOU WHO ,translate English to gloss: who are you,YOU,YOU WHO 
i am in dilemma what to do,I DILEMMA WHAT TO DO,translate English to gloss: i am in dilemma what to do,I DO WHAT,I DILEMMA WHAT TO DO
i am in dilemma what to do,I DILEMMA WHAT TO DO,translate English to gloss: i am in dilemma what to do,I DO WHAT,I DILEMMA WHAT TO DO
i am in dilemma what to do,I DILEMMA WHAT TO DO,translate English to gloss: i am in dilemma what to do,I DO WHAT,I DILEMMA WHAT TO DO
i am in dilemma what to do,I DILEMMA WHAT TO DO,translate English to gloss: i am in dilemma what to do,I DO WHAT,I DILEMMA WHAT TO DO
i am in dilemma what to do,I DILEMMA WHAT TO DO,translate English to gloss: i am in dilemma what to do,I DO WHAT,I DILEMMA WHAT TO DO
why are you disappointed, YOU DISAPPOINTED WHY,translate English to gloss: why are you disappointed,YOU DISAPPEAUTIFUL, YOU DISAPPOINTED WHY
why are you disappointed, YOU DISAPPOINTED WHY,translate English to gloss: why are you disappointed,YOU DISAPPEAUTIFUL, YOU DISAPPOINTED WHY
why are you disappointed, YOU DISAPPOINTED WHY,translate English to gloss: why are you disappointed,YOU DISAPPEAUTIFUL, YOU DISAPPOINTED WHY
why are you disappointed, YOU DISAPPOINTED WHY,translate English to gloss: why are you disappointed,YOU DISAPPEAUTIFUL, YOU DISAPPOINTED WHY
why are you disappointed, YOU DISAPPOINTED WHY,translate English to gloss: why are you disappointed,YOU DISAPPEAUTIFUL, YOU DISAPPOINTED WHY
i am hungry,I HUNGRY,translate English to gloss: i am hungry,I HAPPY,I HUNGRY
i am hungry,I HUNGRY,translate English to gloss: i am hungry,I HAPPY,I HUNGRY
i am hungry,I HUNGRY,translate English to gloss: i am hungry,I HAPPY,I HUNGRY
i am hungry,I HUNGRY,translate English to gloss: i am hungry,I HAPPY,I HUNGRY
i do not mean it,I  MEAN IT DO NOT,translate English to gloss: i do not mean it,I HELP IT NOT,I  MEAN IT DO NOT
i do not mean it,I  MEAN IT DO NOT,translate English to gloss: i do not mean it,I HELP IT NOT,I  MEAN IT DO NOT
No need to worry dont worry,NO NEED WORRY DONT WORRY,translate English to gloss: No need to worry dont worry,NEXT NEED TO HELP ME DO NOT HELP ME,NO NEED WORRY DONT WORRY
No need to worry dont worry,NO NEED WORRY DONT WORRY,translate English to gloss: No need to worry dont worry,NEXT NEED TO HELP ME DO NOT HELP ME,NO NEED WORRY DONT WORRY
why are you crying, YOU CRY WHY,translate English to gloss: why are you crying,YOU CRY WHICH, YOU CRY WHY
why are you crying, YOU CRY WHY,translate English to gloss: why are you crying,YOU CRY WHICH, YOU CRY WHY
why are you crying, YOU CRY WHY,translate English to gloss: why are you crying,YOU CRY WHICH, YOU CRY WHY
why are you crying, YOU CRY WHY,translate English to gloss: why are you crying,YOU CRY WHICH, YOU CRY WHY
why are you crying, YOU CRY WHY,translate English to gloss: why are you crying,YOU CRY WHICH, YOU CRY WHY
"you need a medicine, take this one","YOU NEED A MEDICINE, TAKE THIS ONE","translate English to gloss: you need a medicine, take this one","YOU NEED A MEDICINE, TAKE THISONE","YOU NEED A MEDICINE, TAKE THIS ONE"
"you need a medicine, take this one","YOU NEED A MEDICINE, TAKE THIS ONE","translate English to gloss: you need a medicine, take this one","YOU NEED A MEDICINE, TAKE THISONE","YOU NEED A MEDICINE, TAKE THIS ONE"
what have you planned for your career, YOU PLAN CAREER WHAT,translate English to gloss: what have you planned for your career,YOU WANT WHAT, YOU PLAN CAREER WHAT
what did you tell him, YOU TELL HIM WHAT,translate English to gloss: what did you tell him,YOU HELP WHAT, YOU TELL HIM WHAT
hi how are you,HI HOW YOU,translate English to gloss: hi how are you,H HOW YOU,HI HOW YOU
